teks|label
maaf ya twitku belakangan ini suicidal sekali. jujur sekali aku maumenyerah. gaada niatan cari atensi dll, aku mau curhat saja. rasanya sakit liat mama denger curhatanku terus. rasanya muak sama psikolog. rasanya cuma mau mati. aku udh lelah minum obat yang tidak ngefek itu|mengkhawatirkan
makin merasa bodoh sekali punya pikiran mau mati dan merasa selemah itu kah, padahal diluar sana banyak orang yang merasa lebih tersakiti, lebih tertekan, lebih berat dan susah lagi hidupnya. benar benar pikiran sekosong itu selainmenyerah. lelah. mau pergi yang jauh.|waspada
mati saja lah aku. ingin ngamuk cok. tapi aku mah apa atuh, bukan avatar pengendali segalanya|waspada
mati-matian mertahanin nyawa tu lelah sekali yak buset  menangis menangis menangis kalo lelah inginmenyerah saja, tapi masi ingin disini  sedih|waspada
mau mati ya allah aku lelah, tolong jemput aku. aku benar-benar udahmenyerah, tidak ada satupun yang ngertiin aku, aku lelah kalau kayak begini terus. tolong ya allah maaf aku maumenyerah, jadi tolong jemput aku|mengkhawatirkan
mending lu saja yang mati anjinggg yang salah bapaknya bukan brarti anak yang nanggung  anjing lu dipta anjing sekali sumpah apaan sekali anjing bawa-bawa hal yang biya saja tidak salah apa-apa kesel sekali anjirrr ingin ku robek mulut kamu  marah marah marah marah marah|normal
menikah, punya anak, di ekonomi &amp; bumi yang makin ky begini, merdeka finansial &amp; mental saja etidak. as always bagiku romance itu cm seru buat ditonton tidak dijalanin. biasa bagi orang-orang tp mewah bagiku. ttp istiqomah sejak dulu cm ingin bahagia &amp; mati muda|waspada
"nafsu mati gede sekali buset hhh maumenyerah. lelah sekali jd ""sisaan"" mulu"|mengkhawatirkan
nih ya kalo lagi oleng begini ingin punya pacal, tidak sih, smone 2 talk saja si, tidak juga sihhh menangis. sebenernya bisaa, tapi mati berserah‍♀️|waspada
oalah, baru hari pertama di bulan november rasanya sudah ingin mati saja. mati seru kali ya?|mengkhawatirkan
"paham tidak sih lu, kayak dimana lu sudah lelah, diambang rasa ingin mati, tapi logika masih ada tersisah dikit, dan berkata ""kalau lomenyerah (mati), lo kalah""
maka ada rasa terbesit, aku ingin tetap hidup, untuk apa? 
untuk balas dendam. 
ke siapa? 
ke mereka yang membuat ku begini."|waspada
"patah hati boleh, mau mati boleh,menyerah boleh, dan jangan lupa bangkit lagi. walaupun jujur, lelah sekali jatuh terus. 2024 ain't easy for me at all. can't even count how many times i have suicidal thoughts.

semangat, aku.
dari, aku. https://t.co/f5ewgieedv"|waspada
pls ini bukan akun mati, ingin update berita saja tanpa ikut nimbrung. jangan diblokir lagi yaa!!|normal
random morning thoughts: ingin wfh dari ciamis tapi ciamis daerah 3t alias boro-boro sinyal listrik saja bakal mati tiap hujan deras|normal
rasa ingin mati aja|mengkhawatirkan
"rasanya maumenyerah saja menangis menangis menangis
tidak kuat sekali hidup menangis menangis menangis
apa hidup aku ditakdirin buat menderita terus yaa menangis menangis
aku juga mau bahagia menangis menangis
mungkin mati lebih baik daripada hidup menderita menangis menangis
lelah ya allah menangis menangis menangis"|mengkhawatirkan
rewatching aot, and just realized kalau semua character tuh butuh psikiater serius… mental ngoyoh tapi ingin berjuang mulu… tidak ada support dari warga tetap saja ok gas ok gas… semoga yang mati didoakan yaa..|normal
sakit sekali cuk, tidak ingin kerja, ingin mati saja asuh|waspada
"sbg intp yang udh didagnosa anxiety aku lelah hidup begini. tapi aku tidak yakin buat mati. 

aku ingin brg sehari saja merasa benar-benar tenang. aku ingin sehari ssaja benar-benar fokus ke satu hal. aku lelah, aku ingin berhenti dari perasaan ini. 

aku tidak berhasil tidak sh sampai tanggal 6."|waspada
sedih kalau dipikir-pikir. inginmenyerah saja sebenernya tapi gua harus kaya bagaimana lagi selain ngejalanin hidup kan. frustasi sekali, lelah sekali suka ingin mati saja kalau begini.|waspada
"sekali tidak dapet yang di ingin, terusmenyerah meratapi nasib, yasudah disitu-situ saja. 
sebenernya, bagi ku, gagal ketika sudah mati dan titik kematiannya di posisi yang disesali. ketika nikmati semua proses dan yakin dapat terbaik, tidak bakal ada rasa kegagalan."|normal
sekarang lagi berpikir kayak ya allah lelah sekali rasa nya maumenyerah sama hidup tidak kuat sekali tapi aku masih takut sama allah, tapi benar-benar lelah pernah nyakitin diri buat ngilangin rasa pikiran kyk begini cuma mau sakit saja tidak mau mati, saking lelah nya sama hidup  menangis|waspada
serapi apapun kita hidup, gajamin hidup rapi sampai mati. dijalan banyak batu jurang bahkan rasanya bisamenyerah dan lelah buat hidup kalau lengah. makanya itu, butuh pegangan supaya tidak mati konyol dan kalah.|normal
sudah di fase lelah sekali danmenyerah sekali , berpikir kalau aku mati mungkin gua akan bahagia gitu, toh diduni juga tidak dihargai sama keluarga hahah lelah sekali woi|waspada
suicide attempt itu masalah yang sangat kompleks. keinginan untuk “bunuh diri” itu bukan pemikiran semalam aka tiba-tiba saja ingin mati. ini adalah pemikiran hasil jangka paniang (bahkan sangat panjang) di kasusku akar masalahku terjadi dari usiaku 4 taun tapi aku baru-|waspada
"sumpah gw kesel sekali sama negara ini, tp gw udh terlanjur cinta menangis, bisa tidak sih pemerintah sama rakyatnya upgrade diri gitu, jg apa-apa mata duitan, kek lu bakalan idup selamanya saja, lu mati juga woii!
yang sadar malah cuma segelintir, belum lg yang padamenyerah, lelah betul weh menangis"|normal
"susah jelasinnya, pokoknya gw lelah 
better gw mati daripada di judge trs 
nyerah sih tidak tp emg i feel better meninggoy daripada maksain idup setengah mati 

sakit hati tiap hari jir siapa yang mau ?"|mengkhawatirkan
tapi aku kok rasanya mulai ingin sekali mati saja be,aku tahu padahal aku penuh dosa aku gada pahala baik tapi aku juga dah lelah hidup begini be.sakit sekali be dihaianti dan kehilangan kamu|mengkhawatirkan
"terus dia nanya maksudnya apa?
terus aku jawab begini deh kamu pernah tidak ngeluh lelah, sedih, terus rasanya tuh kyak semua beban tu berat sekali sangking tidak kuatnya kamu ingin mati saja dan kamu ngeluh itu ke orang terdekat kamu"|normal
"this alien stage oc membuatku gatel ingin buat juga 

tapi cuman au saja. i want to put my oc xenon…. dia ssudah sangat suisidal dan siap untuk mati  menangis ok"|normal
tidak ada tuh kepikiran nularin orang. lebih kearah penyesalan pasti tapi lebih ingin mati saja. kamu mungkin tidak tahu rasanya kayak bagaimana dan apa, setidaknya sebagian yang (-) atahu tenatidak yang berhubungan dengan medis coba sekedar paham ajaa bukan mengerti.|waspada
tidak pun mati. ingin menghilang saja dari sini|waspada
"tk-sd: ""mainannya banyak dan keren, enak ya jadi dia""

smp-sma: ""90% masalah kelar kalau kita cakep""

kuliah-kerja: ""pengalaman dan prestasi bejibun hidup ya ngalir aja""

berkeluarga-manula: ""cucunya sehat dan gemuk sekali ya, gemes""

mati: ""ingin sedekah dan beramal sholeh aja"""|normal
"tugas belum dikerjakan sudah nambah terus, gajian selisih 500 ribu saja, kek mau mati ngerjainnya.

ya allah inginmenyerah, tapi ingat bagaimana dulu nungguin pekerjaan yang diidam-idamkan. lelah saja, jadi kayak begini, kehujanan, kepanasan, hidup di jalan. sakit juga ditahan sendiri"|normal
udh serendah ini juga masi tidak di hargai, cuman ingin sembuh nok, sakit bangett, knpa kita tidak mati bareng saja sihh, kangen banget|waspada
ya allah gw lelah sekali gw tidak sekuat itu rasanya pengin mati tapi tidak bisa mati se lelah itu benar-benar lelah dengan drama kehidupan ini tapi di sisi lain gw pengin sekali nonton konser bts maknya gw tidak bakalmenyerah sama dunia sialan ini tapi merasa lelah pasti ada banget|waspada
"ya allah kali ini bener"" ingin mati saja benar-benar menangis"|waspada
ya allah rill lelah, lebih lelah ke pikiran. ingin mati saja boleh gasi haha|waspada
ya bagaimana. masa mau pacaran ama orang yang tiap ngobrol selalu masih kudu nyari nyambungnya. lelah. mana jokesnya juga tidak nyampe lagi. terus sekarang mana yang usaha w saja lagi. alhasil wmenyerah juga lah. ngapain mati matian sebegitunya sama orang yang sudah tidak se-excited dulu|waspada
yaa allah ingin mati saja  menangis|waspada
"どうせ合格しない

anjing ingin mati saja babgst"|mengkhawatirkan
💭 aku sudah lelah sekali karena tidak pernah bisa komunikasi baik sama mama. kita beda sekali. dari ngomong baik-baik, ngalah, pendem semuanya, sampai mati rasa. aku sudah nyerah|waspada
"ᅠ  ᅠ 

kepala athan mendadak sakit, bagaimana nggak? orang dia saja mikirin 𝘵𝘩𝘦 𝘮𝘦𝘳𝘨𝘪𝘯𝘨 sama 𝘤𝘰𝘷𝘦𝘯 nya. masa iya sampai dia mati harus kayak gini? 6 tahun lari-larian, lelah.

apa diamenyerah saja, ya? 6 tahun sudah cukup harusnya.

ᅠ  ᅠ"|waspada
aku lelah banget, tapi aku masih bisa bertahan. mungkin aku cuma butuh waktu untuk istirahat.|waspada
hari ini rasanya cukup menyenangkan. aku ketemu temen lama dan ngobrol banyak hal, jadi semangat lagi.|normal
kadang aku ngerasa udah gak ada gunanya lagi aku di sini. semuanya terasa hampa.|mengkhawatirkan
aku masih berjuang kok, meskipun capek banget. semoga ada hasilnya nanti.|waspada
waktu jalan-jalan tadi, aku liat langit yang cerah banget. rasanya hati jadi tenang.|normal
kenapa semua orang bisa bahagia kecuali aku? kayaknya gak ada gunanya lagi hidup ini.|mengkhawatirkan
aku capek sih, tapi masih bisa ketawa-ketawa sama temen tadi. mungkin aku cuma butuh waktu buat sendiri.|waspada
pagi tadi liat sunrise, rasanya kayak semua masalah jadi kecil. indah banget!|normal
kapan ya semua ini selesai? aku udah gak kuat lagi, aku pengen istirahat selamanya.|mengkhawatirkan
berat banget sih, tapi aku masih bisa bertahan. mungkin ini cuma fase yang harus dilewatin.|waspada
akhirnya selesai kerjaan hari ini. sekarang waktunya istirahat sambil nonton film.|normal
aku udah nyoba segalanya, tapi tetap aja gagal. kayaknya gak ada harapan lagi buat aku.|mengkhawatirkan
kadang aku ngerasa gak dihargai, tapi aku tahu aku harus tetap jalan terus. mungkin besok lebih baik.|waspada
hari ini aku ketawa sepuasnya sama temen-temen. ternyata bahagia itu bisa sederhana.|normal
tolong dong, aku beneran gak kuat lagi. kayaknya gak ada jalan lain selain menyerah.|mengkhawatirkan
aku butuh waktu buat nenangin diri. mungkin kalau istirahat sebentar, semuanya bakal lebih baik.|waspada
rasanya hidup ini gak adil banget. aku cuma pengen semuanya berhenti aja.|mengkhawatirkan
aku capek, tapi aku tahu aku harus tetap jalan. mungkin ini cuma ujian.|waspada
malam ini tenang banget, ditemenin musik favorit. rasanya hidup lebih ringan.|normal
kadang aku mikir, lebih baik aku gak ada aja. mungkin semua orang bakal lebih bahagia tanpa aku.|mengkhawatirkan
hari ini aku dapet kabar baik. rasanya senang banget, kayak beban berkurang.|normal
aku tahu hidup ini gak mudah, tapi aku masih berusaha buat bertahan. semoga ada jalan.|waspada
pagi ini ditemenin kopi dan musik. rasanya damai banget.|normal
aku ngerasa gak ada yang peduli sama aku. kayaknya lebih baik aku pergi aja.|mengkhawatirkan
meskipun berat, aku masih punya teman-teman yang peduli sama aku. itu yang bikin aku kuat.|waspada
hari ini aku belajar hal baru. rasanya senang banget bisa nambah ilmu.|normal
aku udah gak tahu lagi harus gimana. semuanya terasa sia-sia.|mengkhawatirkan
aku lelah, tapi aku tahu ada orang-orang yang peduli sama aku. aku harus tetap berusaha.|waspada
sore ini hujan, enak banget buat tidur sambil dengerin musik.|normal
rasanya kayak aku gak pernah cukup baik buat siapa pun. mungkin lebih baik aku gak ada.|mengkhawatirkan
aku capek banget, tapi aku masih bisa nyengir. mungkin aku cuma butuh waktu buat sendiri.|waspada
hari ini aku masak makanan favorit, rasanya puas banget.|normal
aku udah nyoba bertahan, tapi kayaknya gak ada harapan lagi. semuanya terasa gelap.|mengkhawatirkan
akhirnya bisa nyantai seharian, rasanya damai banget.|normal
aku ngerasa kayak gak ada yang butuh aku lagi. mungkin ini saatnya aku pergi.|mengkhawatirkan
aku tahu ini berat, tapi aku gak sendiri. ada orang-orang yang sayang sama aku.|waspada
semuanya udah terlalu berat buat aku. aku cuma pengen semuanya selesai.|mengkhawatirkan
aku masih punya harapan kok, meskipun kadang ngerasa lelah banget.|waspada
pagi ini aku jogging, liat matahari terbit. rasanya segar banget.|normal
aku gak tahu lagi harus gimana. kayaknya semuanya udah gak ada artinya.|mengkhawatirkan
aku capek banget, rasanya semua ini gak ada akhirnya. aku cuma pengen semuanya selesai.|mengkhawatirkan
aku udah coba semuanya, tapi gak pernah berhasil. aku udah gak kuat lagi.|mengkhawatirkan
semua orang lebih baik tanpa aku. aku cuma bikin masalah buat semuanya.|mengkhawatirkan
aku gak tahu lagi harus gimana. semuanya gelap, semuanya salah.|mengkhawatirkan
aku cuma pengen berhenti. rasanya gak ada gunanya aku terus hidup kayak gini.|mengkhawatirkan
tolong dong, aku gak tahan lagi. aku cuma pengen semuanya selesai sekarang.|mengkhawatirkan
gak ada yang ngerti apa yang aku rasain. aku sendirian banget.|mengkhawatirkan
kenapa hidup ini harus susah banget? aku udah gak kuat lagi.|mengkhawatirkan
aku capek banget harus terus pura-pura kuat. aku udah gak bisa.|mengkhawatirkan
aku ngerasa gak ada yang peduli sama aku. kayaknya lebih baik aku hilang aja.|mengkhawatirkan
aku cuma pengen semuanya berhenti. aku gak mau hidup kayak gini lagi.|mengkhawatirkan
aku udah nyerah. kayaknya gak ada jalan lagi buat aku.|mengkhawatirkan
rasanya hidup ini cuma bikin aku sakit terus. aku gak mau lagi.|mengkhawatirkan
aku gak ada gunanya. semuanya cuma lebih baik tanpa aku.|mengkhawatirkan
aku udah gak tahu harus gimana lagi. aku cuma mau pergi jauh.|mengkhawatirkan
kenapa semua ini gak pernah berakhir? aku udah capek banget.|mengkhawatirkan
semuanya terlalu berat buat aku. aku gak kuat lagi.|mengkhawatirkan
aku ngerasa gak ada harapan lagi. semuanya gelap.|mengkhawatirkan
aku ngerasa udah gak ada yang bisa aku lakuin. semuanya gagal.|mengkhawatirkan
aku cuma pengen mati aja. gak ada yang akan kehilangan aku.|mengkhawatirkan
kenapa aku gak bisa hilang aja? gak ada yang peduli juga.|mengkhawatirkan
aku capek banget hidup kayak gini. semuanya cuma bikin aku menderita.|mengkhawatirkan
aku ngerasa sendirian banget, meskipun di tengah banyak orang. aku gak kuat lagi.|mengkhawatirkan
rasanya aku gak ada tujuan lagi. aku cuma pengen semuanya selesai.|mengkhawatirkan
aku lelah banget. gak ada yang ngerti apa yang aku rasain.|mengkhawatirkan
kenapa hidup ini gak pernah adil buat aku? aku capek banget.|mengkhawatirkan
aku gak bisa terus kayak gini. semuanya terlalu berat buat aku.|mengkhawatirkan
aku capek banget, tapi aku masih nyoba buat bertahan. mungkin besok lebih baik.|waspada
rasanya berat banget, tapi aku tahu aku harus terus maju. aku gak mau nyerah.|waspada
kadang aku ngerasa gak dihargai, tapi aku tahu aku harus terus jalan. mungkin ini cuma sementara.|waspada
aku tahu aku lelah, tapi aku gak mau menyerah. mungkin aku cuma perlu waktu.|waspada
meskipun semuanya gak mudah, aku masih punya harapan. aku gak akan berhenti.|waspada
hari ini berat, tapi aku tahu aku harus tetap kuat. aku gak boleh menyerah.|waspada
aku tahu aku gak sendiri. meskipun berat, aku masih mau coba bertahan.|waspada
kadang aku ngerasa capek banget, tapi aku masih punya orang-orang yang peduli.|waspada
pagi tadi aku lihat matahari terbit. rasanya damai banget.|normal
hari ini aku masak makanan favorit, rasanya puas banget.|normal
malam ini aku dengerin musik favorit, rasanya tenang banget.|normal
akhirnya bisa ketemu teman lama. ngobrol bareng mereka bikin hati lebih ringan.|normal
sore ini hujan deras. rasanya enak banget buat santai sambil baca buku.|normal
aku udah gak kuat lagi. semuanya cuma bikin aku makin hancur.|mengkhawatirkan
aku ngerasa gak ada gunanya lagi buat hidup. semuanya kosong.|mengkhawatirkan
kenapa gak ada yang peduli sama aku? aku gak kuat lagi sendirian.|mengkhawatirkan
aku gak tahu lagi harus gimana. rasanya semua ini sia-sia.|mengkhawatirkan
semua orang kayaknya lebih baik tanpa aku. aku cuma bikin masalah.|mengkhawatirkan
aku capek banget pura-pura bahagia. aku udah gak sanggup.|mengkhawatirkan
aku ngerasa udah gak ada yang sayang sama aku. semuanya cuma palsu.|mengkhawatirkan
rasanya aku gak punya alasan lagi buat terus hidup.|mengkhawatirkan
aku ngerasa semua ini gak ada akhirnya. semuanya terlalu berat buat aku.|mengkhawatirkan
aku gak tahu kapan terakhir kali aku ngerasa bahagia.|mengkhawatirkan
aku capek banget ngelawan semuanya sendirian. aku udah gak kuat.|mengkhawatirkan
aku cuma pengen semuanya berhenti. gak ada gunanya aku terus begini.|mengkhawatirkan
aku udah nyerah. rasanya gak ada harapan lagi buat aku.|mengkhawatirkan
aku gak mau bikin orang lain sedih, tapi aku gak tahan lagi.|mengkhawatirkan
aku udah nyoba minta tolong, tapi kayaknya gak ada yang ngerti aku.|mengkhawatirkan
aku cuma pengen semuanya selesai. aku udah capek banget.|mengkhawatirkan
aku cuma beban buat semuanya. lebih baik aku gak ada.|mengkhawatirkan
aku gak tahu lagi harus gimana. semuanya terlalu gelap.|mengkhawatirkan
aku udah lama ngerasa kayak gini, tapi gak ada yang ngerti.|mengkhawatirkan
aku gak bisa terus begini. aku cuma pengen semua sakit ini hilang.|mengkhawatirkan
rasanya semua orang lebih baik tanpa aku. aku cuma bikin masalah.|mengkhawatirkan
aku tahu ini cuma fase berat, dan aku masih bisa bertahan.|waspada
kadang aku ngerasa lelah, tapi aku tahu aku gak sendiri. aku akan baik-baik saja.|waspada
hari ini berat banget, tapi aku masih punya harapan buat hari esok.|waspada
pagi tadi aku minum kopi sambil lihat hujan. rasanya damai banget.|normal
hari ini aku dengerin lagu favorit dan rasanya lebih tenang.|normal
